id,condition,response,response_clean,item,item_clean,SemDis_glove_c_m
28,creative,the color can be used to do drawings,the color can be used to do drawings,brick,brick,1.19188
28,creative,add water to the color to make watercolors,add water to the color to make watercolors,brick,brick,0.80792
28,creative,the grain from the can be used for face paint,the grain from the can be used for face paint,brick,brick,1.1929400000000001
28,creative,balance beam,balance beam,brick,brick,0.95234
28,creative,a child's figurine playground,a childs figurine playground,brick,brick,0.99303
29,creative,paper weight,paper weight,brick,brick,1.11712
29,creative,door stop,door stop,brick,brick,1.15782
29,creative,counter weight for a hanging object backpacks,counter weight for a hanging object backpacks,brick,brick,0.80789
29,creative,cruise control,cruise control,brick,brick,1.14414
29,creative,put it in a stream for a few years and you'll get an interesting riverformed work of art,put it in a stream for a few years and youll get an interesting riverformed work of art,brick,brick,1.1919
29,creative,with multiple you could build a heavy Tetris game,with multiple you could build a heavy tetris game,brick,brick,0.81137
29,creative,place a next to your books on your bookshelf to hold them in place,place a next to your books on your bookshelf to hold them in place,brick,brick,0.80776
29,creative,you could use a as an imaginary violin for small children so that they can get used to the weight of the instrument,you could use a as an imaginary violin for small children so that they can get used to the weight of the instrument,brick,brick,0.80835
29,creative,bang on it with a metal rod for a sound it might sound interesting if you hollow out part of it,bang on it with a metal rod for a sound it might sound interesting if you hollow out part of it,brick,brick,0.80831
29,creative,sand down the corners and use it as a form of myofascial relief,sand down the corners and use it as a form of myofascial relief,brick,brick,1.1911
29,creative,strap it to your leg in order to improve leg strengthwear it for a long period of time,strap it to your leg in order to improve leg strengthwear it for a long period of time,brick,brick,0.8069999999999999
29,creative,drag it along cement and try to draw your name with it,drag it along cement and try to draw your name with it,brick,brick,1.17065
29,creative,crush the and use the pieces as a form of decoration in a glass bowl interesting rubble centerpiece,crush the and use the pieces as a form of decoration in a glass bowl interesting rubble centerpiece,brick,brick,1.19167
29,creative,prop your keyboard up on the so that you don't injure your wrists from typing too much ouch,prop your keyboard up on the so that you dont injure your wrists from typing too much ouch,brick,brick,1.18735
29,creative,hold the out at arms length for a prolonged period of time to exercise your stabilizer muscles,hold the out at arms length for a prolonged period of time to exercise your stabilizer muscles,brick,brick,1.19015
29,creative,use the as a foot stool if the ground is muddy,use the as a foot stool if the ground is muddy,brick,brick,0.80833
29,creative,sell the and buy something else,sell the and buy something else,brick,brick,1.18487
29,creative,hollow out the  sand the edges  and use the as a bowl or other storage device,hollow out the sand the edges and use the as a bowl or other storage device,brick,brick,1.19177
30,creative,to build a house,to build a house,brick,brick,1.1905999999999999
30,creative,to build a fire pit,to build a fire pit,brick,brick,0.80908
30,creative,you can use it as a hot plate,you can use it as a hot plate,brick,brick,1.19299
30,creative,you can use it to lift weights,you can use it to lift weights,brick,brick,0.80781
30,creative,to break  glass,to break glass,brick,brick,0.79492
30,creative,to hold something down,to hold something down,brick,brick,1.16747
30,creative,you can use it for a fire place,you can use it for a fire place,brick,brick,1.19299
30,creative,you can use chips to decorate your flower area outside your house,you can use chips to decorate your flower area outside your house,brick,brick,1.19168
30,creative,you can make a chair out of them,you can make a chair out of them,brick,brick,1.1927
31,creative,paper weight,paper weight,brick,brick,1.11712
31,creative,decoration around flower bed,decoration around flower bed,brick,brick,1.1652
31,creative,door stop,door stop,brick,brick,1.15782
31,creative,you can use many of them to make a barrier,you can use many of them to make a barrier,brick,brick,1.1925
31,creative,at a shooting range you can use it for target practice,at a shooting range you can use it for target practice,brick,brick,0.80793
31,creative,put it under a car tire to keep the car from rolling away,put it under a car tire to keep the car from rolling away,brick,brick,0.80751
31,creative,you can put it under something that needs to be level that isn't,you can put it under something that needs to be level that isnt,brick,brick,1.17675
31,creative,you can use it for protection  if someone is trying to hurt you  throw it at them,you can use it for protection if someone is trying to hurt you throw it at them,brick,brick,0.80795
31,creative,if something is just out of reach you can step on it to make you a little taller,if something is just out of reach you can step on it to make you a little taller,brick,brick,1.19209
32,creative,make letters,make letters,brick,brick,1.11299
32,creative,build a bed,build a bed,brick,brick,0.78889
32,creative,make sculptures,make sculptures,brick,brick,1.11801
32,creative,build walls around the border,build walls around the border,brick,brick,0.80764
32,creative,build stoves,build stoves,brick,brick,1.13509
32,creative,build homes in Africa,build homes in africa,brick,brick,1.19096
32,creative,help tear down building put a lot of in one net and then slam them up against the building you want to tear down,help tear down building put a lot of in one net and then slam them up against the building you want to tear down,brick,brick,1.19167
32,creative,use in chemistry to show bonds between atoms,use in chemistry to show bonds between atoms,brick,brick,1.11266
32,creative,use to build the muscles in your legs  by putting them on your feet and walking around,use to build the muscles in your legs by putting them on your feet and walking around,brick,brick,0.80702
32,creative,make students balance on their head once they have done something bad,make students balance on their head once they have done something bad,brick,brick,1.19302
32,creative,juggle 2 in hospitals to make people laugh,juggle in hospitals to make people laugh,brick,brick,0.82512
32,creative,use them as weights for balloons,use them as weights for balloons,brick,brick,1.19268
32,creative,use them as a mouse connected to a computer to keep students in grade school from destroying the mouse,use them as a mouse connected to a computer to keep students in grade school from destroying the mouse,brick,brick,0.80832
32,creative,use them as a nail file,use them as a nail file,brick,brick,1.19187
32,creative,use them as a scrub to get the crust off your feet,use them as a scrub to get the crust off your feet,brick,brick,0.8283
33,creative,throwing contest,throwing contest,brick,brick,1.1724
33,creative,door stop,door stop,brick,brick,1.15782
33,creative,gas pedal holder,gas pedal holder,brick,brick,0.94763
33,creative,Book stop,book stop,brick,brick,1.13712
33,creative,killing insects,killing insects,brick,brick,1.07806
33,creative,wear on bottom of shoes to make you taller,wear on bottom of shoes to make you taller,brick,brick,0.8065599999999999
33,creative,protection,protection,brick,brick,0.96197
33,creative,paper holder  keep them from flying away,paper holder keep them from flying away,brick,brick,0.81467
33,creative,contest who can smash it the fastest,contest who can smash it the fastest,brick,brick,0.80545
33,creative,throwing at cheating Exs car,throwing at cheating exs car,brick,brick,1.19536
33,creative,Block tires  so car wont move when parked,block tires so car wont move when parked,brick,brick,0.80777
33,creative,booster seat,booster seat,brick,brick,1.03051
33,creative,shin guards,shin guards,brick,brick,0.92857
33,creative,pillow,pillow,brick,brick,0.8731
33,creative,propter  hold items up,propter hold items up,brick,brick,0.80696
33,creative,tag,tag,brick,brick,1.02125
33,creative,baton for relay races,baton for relay races,brick,brick,1.19101
33,creative,sharpen points  use as weapon to catch prey,sharpen points use as weapon to catch prey,brick,brick,1.1928
33,creative,pet,pet,brick,brick,1.00134
33,creative,window prop  keep window open,window prop keep window open,brick,brick,1.05466
33,creative,tape messages to it  throw it to each other,tape messages to it throw it to each other,brick,brick,0.80723
34,creative,as a step for a child,as a step for a child,brick,brick,1.1925
34,creative,as the line in the middle of a volleyball court,as the line in the middle of a volleyball court,brick,brick,1.1878199999999999
34,creative,as a paper holder,as a paper holder,brick,brick,1.12265
34,creative,as if it was a weight for weightlifting,as if it was a weight for weightlifting,brick,brick,1.17756
34,creative,as a place to sit other than the dirt,as a place to sit other than the dirt,brick,brick,0.8082
34,creative,put it in front of the fridge so your kid won't open it,put it in front of the fridge so your kid wont open it,brick,brick,1.19133
34,creative,it can be used to have anything stand higher when needed,it can be used to have anything stand higher when needed,brick,brick,0.81048
34,creative,it can be put behind a car's wheel to prevent it from going down the hill,it can be put behind a cars wheel to prevent it from going down the hill,brick,brick,1.19187
34,creative,it can be used to kill any bug that creeps into your house,it can be used to kill any bug that creeps into your house,brick,brick,1.19158
35,creative,weight,weight,brick,brick,0.92389
35,creative,art,art,brick,brick,0.83409
35,creative,building blocks,building blocks,brick,brick,1.12254
35,creative,bed riser,bed riser,brick,brick,0.937
35,creative,step ladder,step ladder,brick,brick,1.00397
35,creative,paper weight,paper weight,brick,brick,1.11712
35,creative,door holder,door holder,brick,brick,1.0381
35,creative,put wheels on it and its a mini skate board,put wheels on it and its a mini skate board,brick,brick,1.19168
35,creative,put felt on one side and its an eraser for a dry erase board/chalk board,put felt on one side and its an eraser for a dry erase boardchalk board,brick,brick,0.98874
35,creative,a silly hat,a silly hat,brick,brick,0.79678
35,creative,sun shade,sun shade,brick,brick,1.01862
35,creative,measurement of length,measurement of length,brick,brick,0.87894
35,creative,grind it up and make it chalk,grind it up and make it chalk,brick,brick,0.80066
35,creative,use as a football,use as a football,brick,brick,1.19203
35,creative,use it to prop things up  such as the keyboard to put it at an angle,use it to prop things up such as the keyboard to put it at an angle,brick,brick,0.95498
35,creative,yoga square,yoga square,brick,brick,1.1268
35,creative,grind up in half full water bottle for chemical reaction,grind up in half full water bottle for chemical reaction,brick,brick,1.19212
35,creative,write a message on the ground with them,write a message on the ground with them,brick,brick,1.19219
35,creative,a hammer,a hammer,brick,brick,1.13809
36,creative,use a outside if it is windy and you have to hold something down such as paper from flying away,use a outside if it is windy and you have to hold something down such as paper from flying away,brick,brick,0.80836
36,creative,you can use it as a decorating tool outside your house,you can use it as a decorating tool outside your house,brick,brick,0.80743
36,creative,you can use it to build a house,you can use it to build a house,brick,brick,1.1929400000000001
36,creative,you can use it for drawing on with a piece of metal,you can use it for drawing on with a piece of metal,brick,brick,1.19228
36,creative,you can hit people with it,you can hit people with it,brick,brick,1.19103
36,creative,you can use to break windows,you can use to break windows,brick,brick,1.19305
36,creative,you can use it for science experiments,you can use it for science experiments,brick,brick,0.81248
36,creative,you can throw it back and forth between a friend,you can throw it back and forth between a friend,brick,brick,1.1927
36,creative,you could name a,you could name a,brick,brick,1.17536
36,creative,you could use it to kill bugs by throwing the on them,you could use it to kill bugs by throwing the on them,brick,brick,1.19192
36,creative,you could use it for an art project in school,you could use it for an art project in school,brick,brick,1.19247
36,creative,you could sit on a bunch of stacked ups,you could sit on a bunch of stacked ups,brick,brick,0.80861
36,creative,you could built a fort out of multiples,you could built a fort out of multiples,brick,brick,0.80904
36,creative,you can use it to stand on if you're too short and cant see over something such as a fence,you can use it to stand on if youre too short and cant see over something such as a fence,brick,brick,1.19178
36,creative,you could make a fence out of,you could make a fence out of,brick,brick,0.80679
36,creative,you could make a tower,you could make a tower,brick,brick,0.8054
36,creative,you could dress up as a for Halloween,you could dress up as a for halloween,brick,brick,1.18956
37,creative,wedge,wedge,brick,brick,0.86424
37,creative,construction for a house,construction for a house,brick,brick,1.19326
37,creative,a weight,a weight,brick,brick,1.14275
37,creative,weapon,weapon,brick,brick,0.9628099999999999
37,creative,tool,tool,brick,brick,0.85408
37,creative,tossing to improve hand strength,tossing to improve hand strength,brick,brick,0.81968
37,creative,stack and make stairs,stack and make stairs,brick,brick,1.1963
37,creative,an uncomfortable pillow,an uncomfortable pillow,brick,brick,0.9545
37,creative,a non talking pet,a non talking pet,brick,brick,1.18936
38,creative,Paper Weight,paper weight,brick,brick,1.11712
38,creative,deadly weapon,deadly weapon,brick,brick,1.16017
38,creative,ship anchor,ship anchor,brick,brick,0.99095
38,creative,Basketball Backboard made of shooting a,basketball backboard made of shooting a,brick,brick,1.15789
38,creative,Pencil Holder,pencil holder,brick,brick,0.9639
38,creative,add a lens to the wholes in a and create some sort of binocular or glasses,add a lens to the wholes in a and create some sort of binocular or glasses,brick,brick,1.18424
38,creative,test tube holders,test tube holders,brick,brick,0.79604
39,creative,dog house,dog house,brick,brick,1.11621
39,creative,build play house,build play house,brick,brick,0.80091
39,creative,stepping stool,stepping stool,brick,brick,1.07283
39,creative,weapon,weapon,brick,brick,0.9628099999999999
39,creative,door stopper,door stopper,brick,brick,0.96106
39,creative,hold a dog chain down,hold a dog chain down,brick,brick,0.80937
39,creative,bug killed Use to smoosh bugs,bug killed use to smoosh bugs,brick,brick,0.80779
39,creative,sharpen knife,sharpen knife,brick,brick,0.95087
39,creative,sharpen rock,sharpen rock,brick,brick,1.1051
39,creative,pet,pet,brick,brick,1.00134
39,creative,holds flower pot,holds flower pot,brick,brick,0.8234
40,creative,make a door stopper,make a door stopper,brick,brick,0.80371
40,creative,use it as a weapon,use it as a weapon,brick,brick,0.8141
40,creative,make a cigar holder,make a cigar holder,brick,brick,1.04868
40,creative,use it to hold incents,use it to hold incents,brick,brick,1.17929
40,creative,paint it and make a portrait,paint it and make a portrait,brick,brick,1.16995
40,creative,use it as weights,use it as weights,brick,brick,1.18287
40,creative,turn it into a coaster,turn it into a coaster,brick,brick,0.80495
40,creative,if it's a with the 3 holes  you can put flowers in it like a flower pot,if its a with the holes you can put flowers in it like a flower pot,brick,brick,1.19166
40,creative,if it has 3 holes in it you could also use it as a pencil/pen holder,if it has holes in it you could also use it as a pencilpen holder,brick,brick,1.18783
40,creative,use it to prop things up,use it to prop things up,brick,brick,0.97804
40,creative,make it into a picture frame,make it into a picture frame,brick,brick,1.1821
40,creative,candle holder,candle holder,brick,brick,1.05798
40,creative,use it as a soap dish,use it as a soap dish,brick,brick,1.18896
40,creative,if you could manage to half the  it could be used as safe where you store your most prize possessions,if you could manage to half the it could be used as safe where you store your most prize possessions,brick,brick,1.19177
40,creative,put some nails in it and make it a key holder,put some nails in it and make it a key holder,brick,brick,0.80874
41,creative,a weapon,a weapon,brick,brick,1.17535
41,creative,a step,a step,brick,brick,1.12634
41,creative,a pencil holder,a pencil holder,brick,brick,0.81279
41,creative,paper weight,paper weight,brick,brick,1.11712
41,creative,a dumbbell,a dumbbell,brick,brick,0.94706
41,creative,to cook food if it can be heated,to cook food if it can be heated,brick,brick,1.19085
41,creative,a small bridge,a small bridge,brick,brick,0.7874
41,creative,it could be used to play catch,it could be used to play catch,brick,brick,0.80719
41,creative,to level an uneven table by placing it under a shorter leg,to level an uneven table by placing it under a shorter leg,brick,brick,1.14883
41,creative,door stop,door stop,brick,brick,1.15782
41,creative,block to keep car from rolling,block to keep car from rolling,brick,brick,1.1924
41,creative,as a target at shooting range,as a target at shooting range,brick,brick,1.19235
41,creative,to mark a path in the woods by scratching away the bark on trees,to mark a path in the woods by scratching away the bark on trees,brick,brick,1.19327
42,creative,to stunt your growth,to stunt your growth,brick,brick,1.17868
42,creative,long distance throwing,long distance throwing,brick,brick,0.7996099999999999
42,creative,table,table,brick,brick,0.85037
42,creative,blanket,blanket,brick,brick,0.85704
42,creative,fighting weapon,fighting weapon,brick,brick,1.14658
42,creative,seat,seat,brick,brick,0.92269
42,creative,bike brake,bike brake,brick,brick,0.88919
42,creative,car ramp,car ramp,brick,brick,1.03988
42,creative,holding houses up,holding houses up,brick,brick,0.80116
42,creative,toy,toy,brick,brick,0.89408
42,creative,step,step,brick,brick,0.91204
42,creative,water stopper,water stopper,brick,brick,0.90769
42,creative,anesthetic,anesthetic,brick,brick,1.03277
42,creative,diaper tester,diaper tester,brick,brick,0.92145
42,creative,pet,pet,brick,brick,1.00134
42,creative,dirt remover,dirt remover,brick,brick,0.91165
42,creative,payment,payment,brick,brick,0.98152
42,creative,silencer,silencer,brick,brick,1.03543
42,creative,paper weight,paper weight,brick,brick,1.11712
42,creative,holder,holder,brick,brick,1.03031
42,creative,something to write on,something to write on,brick,brick,1.18103
42,creative,picture,picture,brick,brick,0.87022
42,creative,symbol,symbol,brick,brick,0.86017
42,creative,something to jump over,something to jump over,brick,brick,1.16824
42,creative,put a lot in your trunk to level out your car so u can drive easier in the snow,put a lot in your trunk to level out your car so u can drive easier in the snow,brick,brick,0.82902
42,creative,dog house,dog house,brick,brick,1.11621
42,creative,jack,jack,brick,brick,0.9521
42,creative,bed post,bed post,brick,brick,1.15625
42,creative,a holder on the gas to drive a car off a cliff,a holder on the gas to drive a car off a cliff,brick,brick,1.19037
43,creative,Door Stopper,door stopper,brick,brick,0.96106
43,creative,Instead of using a disc in track events  use a it  heavier,instead of using a disc in track events use a it heavier,brick,brick,1.19167
43,creative,paper weight,paper weight,brick,brick,1.11712
43,creative,use it to add extra weight,use it to add extra weight,brick,brick,1.19079
43,creative,use it as a smashing device for stress relievers,use it as a smashing device for stress relievers,brick,brick,1.14056
43,creative,nail file,nail file,brick,brick,1.02972
43,creative,a new fashion statement,a new fashion statement,brick,brick,1.105
44,creative,a plate,a plate,brick,brick,1.1084
44,creative,chalk,chalk,brick,brick,0.77047
44,creative,igloo,igloo,brick,brick,0.82852
44,creative,step stool,step stool,brick,brick,1.09588
44,creative,bottom of shoe sandal,bottom of shoe sandal,brick,brick,0.98086
44,creative,for lifting weights,for lifting weights,brick,brick,0.81313
44,creative,to smash a spider,to smash a spider,brick,brick,1.1571500000000001
44,creative,RIP stone,rip stone,brick,brick,0.93484
44,creative,something to sit on,something to sit on,brick,brick,1.18498
44,creative,to stop your car from rolling,to stop your car from rolling,brick,brick,1.19183
45,creative,ex boyfriend handler,ex boyfriend handler,brick,brick,1.02114
45,creative,stepping stool,stepping stool,brick,brick,1.07283
45,creative,paperweight,paperweight,brick,brick,0.88425
45,creative,bottle opener,bottle opener,brick,brick,1.03167
45,creative,demolition tool,demolition tool,brick,brick,1.13385
45,creative,children's toy,childrens toy,brick,brick,1.09296
45,creative,parking brake,parking brake,brick,brick,0.94491
45,creative,tool used in window replacement,tool used in window replacement,brick,brick,0.80709
45,creative,pet instead of pet rock,pet instead of pet rock,brick,brick,0.80523
45,creative,flower vase/pot,flower vasepot,brick,brick,0.79013
45,creative,ankle weights,ankle weights,brick,brick,1.14882
45,creative,weightlifting,weightlifting,brick,brick,1.09611
45,creative,put in pockets to make weight for wrestling,put in pockets to make weight for wrestling,brick,brick,1.18546
45,creative,cell phone cover,cell phone cover,brick,brick,0.83752
45,creative,exfoliator,exfoliator,brick,brick,NA
45,creative,anchoring a boat,anchoring a boat,brick,brick,1.12904
46,creative,weight down papers,weight down papers,brick,brick,0.88279
46,creative,hold open a door,hold open a door,brick,brick,1.18197
46,creative,wedge under a tire of a car parked on a hill to keep it from rolling,wedge under a tire of a car parked on a hill to keep it from rolling,brick,brick,1.19223
46,creative,break a window,break a window,brick,brick,0.8009
46,creative,hold down a pedal in a car,hold down a pedal in a car,brick,brick,0.80696
46,creative,add height to a bed,add height to a bed,brick,brick,0.8054
46,creative,prop open a window,prop open a window,brick,brick,0.92485
46,creative,start a fire with 2s,start a fire with s,brick,brick,0.82487
46,creative,shoe scraper,shoe scraper,brick,brick,1.02418
46,creative,weight something down in water,weight something down in water,brick,brick,0.82284
47,creative,to build a house,to build a house,brick,brick,1.1905999999999999
47,creative,sidewalk,sidewalk,brick,brick,0.64873
47,creative,to throw,to throw,brick,brick,1.10311
47,creative,to build a wall,to build a wall,brick,brick,1.17933
47,creative,to prop a car up on,to prop a car up on,brick,brick,0.91128
47,creative,for art,for art,brick,brick,1.13674
47,creative,to build a fire pit,to build a fire pit,brick,brick,0.80908
47,creative,landscape,landscape,brick,brick,0.74515
47,creative,steps,steps,brick,brick,0.79018
49,creative,do the exercise with it,do the exercise with it,brick,brick,0.8173900000000001
49,creative,use it for hiking,use it for hiking,brick,brick,1.19189
49,creative,swimming with the,swimming with the,brick,brick,0.79125
49,creative,use the to make fire,use the to make fire,brick,brick,0.80828
49,creative,use it to carry heavy stuff,use it to carry heavy stuff,brick,brick,1.18397
50,creative,Building a mansion,building a mansion,brick,brick,0.7881400000000001
50,creative,herding off a wild tiger by throwing it,herding off a wild tiger by throwing it,brick,brick,1.18886
50,creative,weighing down a table cloth on a windy day at an outside restaurant,weighing down a table cloth on a windy day at an outside restaurant,brick,brick,1.19167
50,creative,used to lift weights if you are a child,used to lift weights if you are a child,brick,brick,0.80747
50,creative,door stop,door stop,brick,brick,1.15782
50,creative,breaking a window,breaking a window,brick,brick,0.80303
50,creative,compare the weight of a to a cinder block,compare the weight of a to a cinder block,brick,brick,1.19103
50,creative,building a new school,building a new school,brick,brick,1.1926
50,creative,using it as a button in a relay race to practice with a heavier weight,using it as a button in a relay race to practice with a heavier weight,brick,brick,0.80821
50,creative,use as a football,use as a football,brick,brick,1.19203
50,creative,use to anchor your paddle boat,use to anchor your paddle boat,brick,brick,1.10623
50,creative,tie it to your ankles as ankle weights,tie it to your ankles as ankle weights,brick,brick,0.80859
50,creative,can be used in the place of a hammer when nailing nails into a wall,can be used in the place of a hammer when nailing nails into a wall,brick,brick,1.1921
50,creative,could be placed around a bonfire to keep it from spreading,could be placed around a bonfire to keep it from spreading,brick,brick,0.81369
50,creative,can be used in the place of a shotput ball,can be used in the place of a shotput ball,brick,brick,0.80745
50,creative,can be used to stop your tires from rolling back when parked on a hill,can be used to stop your tires from rolling back when parked on a hill,brick,brick,0.8083
50,creative,can be used as a cup holder for a redbull,can be used as a cup holder for a redbull,brick,brick,0.80763
50,creative,can be used as a back scratcher,can be used as a back scratcher,brick,brick,1.18982
50,creative,can small the dock off a door to your house after you have been locked out,can small the dock off a door to your house after you have been locked out,brick,brick,1.1917
50,creative,used as a paper weight on your desk,used as a paper weight on your desk,brick,brick,1.14373
50,creative,fetch toy for a gigantic dog,fetch toy for a gigantic dog,brick,brick,1.19082
51,creative,Building a house,building a house,brick,brick,0.79695
51,creative,Building a wall,building a wall,brick,brick,0.80679
51,creative,Use it for defense,use it for defense,brick,brick,1.14433
51,creative,Build a fireplace,build a fireplace,brick,brick,0.78371
51,creative,Oven,oven,brick,brick,0.72965
51,creative,To build stairs,to build stairs,brick,brick,0.7939700000000001
51,creative,Yellow road,yellow road,brick,brick,1.05633
51,creative,To set up a campfire,to set up a campfire,brick,brick,0.82392
51,creative,To break things,to break things,brick,brick,0.82631
52,creative,house,house,brick,brick,0.63317
52,creative,road,road,brick,brick,0.72088
52,creative,path,path,brick,brick,0.83068
52,creative,mailbox,mailbox,brick,brick,0.84145
52,creative,bridge,bridge,brick,brick,0.7291000000000001
52,creative,school,school,brick,brick,0.8422499999999999
52,creative,clubhouse,clubhouse,brick,brick,0.78181
52,creative,building,building,brick,brick,0.40225
52,creative,status,status,brick,brick,1.01154
52,creative,gate,gate,brick,brick,0.70667
52,creative,pyramid,pyramid,brick,brick,0.76619
52,creative,desk,desk,brick,brick,0.84251
52,creative,chair,chair,brick,brick,0.89471
52,creative,bench,bench,brick,brick,0.88724
52,creative,hammer,hammer,brick,brick,0.8950400000000001
52,creative,door stopper,door stopper,brick,brick,0.96106
52,creative,paperweight,paperweight,brick,brick,0.88425
52,creative,decoration,decoration,brick,brick,0.65896
52,creative,fountain,fountain,brick,brick,0.7269300000000001
52,creative,chair board,chair board,brick,brick,1.13978
52,creative,stairs,stairs,brick,brick,0.68422
52,creative,fireplace,fireplace,brick,brick,0.54184
53,creative,Mrhead doll  like a Mr Potato Head,mrhead doll like a mr potato head,brick,brick,1.15027
53,creative,Pet,pet,brick,brick,1.00134
53,creative,Paint your own kit,paint your own kit,brick,brick,1.18354
53,creative,junior masonry kit,junior masonry kit,brick,brick,0.97403
53,creative,hot plate,hot plate,brick,brick,1.056
53,creative,build a puzzle,build a puzzle,brick,brick,0.78855
53,creative,place cards,place cards,brick,brick,1.13013
53,creative,sushi trays,sushi trays,brick,brick,1.08319
53,creative,pen/pencil holder  of course this would probably involve a drill,penpencil holder of course this would probably involve a drill,brick,brick,0.80699
53,creative,bed frame,bed frame,brick,brick,1.10654
53,creative,headboard,headboard,brick,brick,0.84658
53,creative,paper weight,paper weight,brick,brick,1.11712
53,creative,as a painted decoy in a giant Easter egg hunt,as a painted decoy in a giant easter egg hunt,brick,brick,1.19199
53,creative,a single balancing beam  or dumb bell,a single balancing beam or dumb bell,brick,brick,0.85276
53,creative,you could use it for finishing a surface  en lieu of sand paper,you could use it for finishing a surface en lieu of sand paper,brick,brick,0.80828
53,creative,make ashaped JellO mold,make ashaped jello mold,brick,brick,1.10858
53,creative,fish tank decoration,fish tank decoration,brick,brick,0.85082
53,creative,use it as a sturdy surface with which to bang the stones out of scrap jewelry,use it as a sturdy surface with which to bang the stones out of scrap jewelry,brick,brick,0.80975
53,creative,DIY demolition agent for small projects,diy demolition agent for small projects,brick,brick,0.80838
53,creative,a strength test  how many times must you throw it before it breaks,a strength test how many times must you throw it before it breaks,brick,brick,0.80703
53,creative,use one as the base of a lamp and wire it accordingly  that would be cool,use one as the base of a lamp and wire it accordingly that would be cool,brick,brick,1.19299
53,creative,a meat tenderizing tool,a meat tenderizing tool,brick,brick,0.80725
53,creative,a balloon anchor,a balloon anchor,brick,brick,0.97363
53,creative,use to fortify competitive sand castles,use to fortify competitive sand castles,brick,brick,0.80888
53,creative,Jenga,jenga,brick,brick,1.07627
54,creative,In school as a learning tool,in school as a learning tool,brick,brick,1.19313
54,creative,for preschooler to build with,for preschooler to build with,brick,brick,1.15235
54,creative,make a pathway,make a pathway,brick,brick,0.81341
54,creative,around the edge of a garden to section parts off,around the edge of a garden to section parts off,brick,brick,1.19179
54,creative,to build a wall to prevent erosion,to build a wall to prevent erosion,brick,brick,0.83963
54,creative,make a fence,make a fence,brick,brick,0.79177
54,creative,make a grill,make a grill,brick,brick,0.7880199999999999
54,creative,paperweight,paperweight,brick,brick,0.88425
54,creative,use for arts and crafts,use for arts and crafts,brick,brick,0.8078
54,creative,a weight to something under water,a weight to something under water,brick,brick,1.18278
54,creative,to kill somebody with,to kill somebody with,brick,brick,1.18322
54,creative,to break a window,to break a window,brick,brick,1.18819
54,creative,brake it and use the dust as pastel paints,brake it and use the dust as pastel paints,brick,brick,1.0971
54,creative,use the dust as makeup,use the dust as makeup,brick,brick,0.82264
54,creative,color with like chalk on the road,color with like chalk on the road,brick,brick,0.79611
54,creative,as a hammer,as a hammer,brick,brick,0.80069
54,creative,make steps,make steps,brick,brick,1.17113
54,creative,make a patio,make a patio,brick,brick,0.7864800000000001
54,creative,hide it for somebody  else to seek for,hide it for somebody else to seek for,brick,brick,1.19291
54,creative,us as a weight for exercise,us as a weight for exercise,brick,brick,1.17473
54,creative,put in a backpack while hiking for training,put in a backpack while hiking for training,brick,brick,1.19205
54,creative,put at the bottom of a fence to prevent a dog for digging under it,put at the bottom of a fence to prevent a dog for digging under it,brick,brick,0.80816
55,creative,decorations in a house,decorations in a house,brick,brick,1.1909
55,creative,jewelry,jewelry,brick,brick,0.83909
55,creative,communication,communication,brick,brick,1.02623
55,creative,massage therapy,massage therapy,brick,brick,0.94815
55,creative,physical therapy,physical therapy,brick,brick,1.0863
55,creative,to smooth surfaces,to smooth surfaces,brick,brick,0.97434
56,creative,buildings,buildings,brick,brick,0.42432000000000003
56,creative,houses,houses,brick,brick,0.43706
56,creative,walk ways,walk ways,brick,brick,1.15224
56,creative,streets,streets,brick,brick,0.67189
56,creative,roads,roads,brick,brick,0.72677
56,creative,walls,walls,brick,brick,0.37241
56,creative,dams,dams,brick,brick,0.83275
56,creative,platform,platform,brick,brick,0.8096
56,creative,driveway,driveway,brick,brick,0.62956
56,creative,garden design/separation,garden designseparation,brick,brick,0.65213
56,creative,heat absorber,heat absorber,brick,brick,0.86383
56,creative,use for warmth,use for warmth,brick,brick,0.88957
56,creative,building blocks,building blocks,brick,brick,1.12254
56,creative,throwing object,throwing object,brick,brick,1.15125
56,creative,sitting block,sitting block,brick,brick,1.16839
56,creative,extension to help get things that are beyond normal reach,extension to help get things that are beyond normal reach,brick,brick,1.19303
56,creative,use to lift weights,use to lift weights,brick,brick,1.19056
56,creative,put in bookbags and run  Conditioning,put in bookbags and run conditioning,brick,brick,0.80952
56,creative,Smash things,smash things,brick,brick,1.08938
56,creative,a item of art,a item of art,brick,brick,1.19442
56,creative,bottom support for unlevel things  such as table legs  etc,bottom support for unlevel things such as table legs etc,brick,brick,0.91171
56,creative,extra weight,extra weight,brick,brick,1.1058
56,creative,put around fireplaces,put around fireplaces,brick,brick,0.84354
56,creative,put behind a tire of a car to stabilize it while changing tire or oil,put behind a tire of a car to stabilize it while changing tire or oil,brick,brick,0.8158
56,creative,balance things,balance things,brick,brick,1.03538
56,creative,support for holding a fishing pole after it has been casted,support for holding a fishing pole after it has been casted,brick,brick,1.19154
56,creative,a stepping stone to cross a creek,a stepping stone to cross a creek,brick,brick,0.80415
57,creative,paperweight,paperweight,brick,brick,0.88425
57,creative,dumbbell,dumbbell,brick,brick,1.02432
57,creative,weapon,weapon,brick,brick,0.9628099999999999
