...1,id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
139,140,"such as painting，书法， and 绘画.,creative",8  Create a storage container for art and creativity,create a storage container for art and creativity,box,box,0.89225,0.96937,0.8831100000000001,0.97375,1.2438500000000001,0.99247,-0.00725
140,141,creative,9  Use a box to hold items that require special care such as electronics and,use a box to hold items that require special care such as electronics and,box,box,1.10776,0.95747,1.05504,0.9688,1.23902,1.06562,0.00371
141,142,"such as for organizing文件，照片， and文档.,creative",10 Use a box as a tool for storage and organization,use a box as a tool for storage and organization,box,box,0.89247,1.1223,1.01647,0.96924,1.22675,1.04545,0.00387
142,143,"such as furniture, electronics, clothing, and more. You can also use it to store small items, such as hobbies and tools.,creative",1  As a storage container You can use a box to store your belongings,as a storage container you can use a box to store your belongings,box,box,0.8879,0.99951,1.05002,0.9689,0.77651,0.93657,0.00171
143,144,"such as friends or family.,creative",2  As a shipping container You can use a box as a shipping container to store your goods when you don't have a dedicated storage space You can also use it to send your goods to others,as a shipping container you can use a box as a shipping container to store your goods when you dont have a dedicated storage space you can also use it to send your goods to others,box,box,1.10875,0.94103,0.94918,0.9688,1.22329,1.03821,-0.00243
144,145,"such as home decor, DIY tutorials, or even sell your own products.,creative",3  As a DIY project platform You can use a box as a platform for DIY projects You can create your own projects,as a diy project platform you can use a box as a platform for diy projects you can create your own projects,box,box,0.8917,1.0958,0.8774,0.9688,1.22329,1.0114,-0.00417
145,146,"such as tools and documents.,creative",4  As a storage unit for vehicles You can use a box to store your vehicles when you don't have a dedicated storage space You can also use it to store items related to your vehicles,as a storage unit for vehicles you can use a box to store your vehicles when you dont have a dedicated storage space you can also use it to store items related to your vehicles,box,box,0.89097,1.03589,0.94914,0.9688,0.77683,0.92433,-0.00296
146,147,"such as templates, patterns, or even creative writing materials. You can also use it to hold items that you want to create quickly, such as Photoshop files or audio录音s.,creative",5  As a creative tool You can use a box as a tool to create your own unique items You can use it to store ideas,as a creative tool you can use a box as a tool to create your own unique items you can use it to store ideas,box,box,0.90738,1.06283,1.0477,0.9688,0.77556,0.95245,0.00303
147,148,"such as hobbies, tools, and decorations. You can also use it to hold props or costumes for your performances.,creative",6  As a storage solution for events You can use a box to store items for events,as a storage solution for events you can use a box to store items for events,box,box,1.09396,0.89633,1.06322,0.9688,1.2239,1.04924,0.00275
148,149,"such as DIY tutorials or even sell your own products.,creative",7  As a DIY storage solution You can use a box to store DIY projects for others You can create your own storage solutions,as a diy storage solution you can use a box to store diy projects for others you can create your own storage solutions,box,box,0.88766,1.09449,1.06005,0.9688,0.77655,0.95751,0.00427
149,150,"such as hobbies, projects, and even inspirations. You can also use it to hold items that you want to create quickly, such as Photoshop files or audio录音s.,creative",8  As a container for ideas You can use a box as an idea storage container You can store your ideas,as a container for ideas you can use a box as an idea storage container you can store your ideas,box,box,1.10421,0.989,0.94923,0.96993,1.22708,1.04789,-0.00161
150,151,"such as clothing, electronics, and even jewelry. You can also use it to store items that you want to keep separate from others, such as your personal files and documents.,creative",9  As a container for personal belongings You can use a box to store personal belongings,as a container for personal belongings you can use a box to store personal belongings,box,box,0.86952,0.99537,1.05578,0.9688,0.7768200000000001,0.93326,0.0018600000000000001
151,152,"such as books, movies, and even tools. You can also use it to store items that you want to hide or keep secret, such as your personal preferences or beliefs.,creative",10  As a container for storage You can use a box to store storage items,as a container for storage you can use a box to store storage items,box,box,1.10765,1.05019,0.94809,0.96886,1.22481,1.05992,-2.1e-4
152,153,"tools, and projects.,creative",1  As a storage container Use a box to store all your favorite hobbies,as a storage container use a box to store all your favorite hobbies,box,box,0.89068,1.12559,1.10059,0.9684200000000001,0.7769,0.97244,0.0072
153,154,"such as artwork, jewelry, and household items.,creative",2  As a product container Make your own custom box to hold your unique products,as a product container make your own custom box to hold your unique products,box,box,0.88962,0.98862,1.06369,0.96773,1.23577,1.02909,0.00389
154,155,creative,3  As a shipping container Use a box to store your goods when you don't have space in your home or office,as a shipping container use a box to store your goods when you dont have space in your home or office,box,box,0.89105,0.89726,0.92398,0.9688,0.77607,0.89143,-0.00724
155,156,"DIY ideas, and home decor.,creative",4  As a DIY project container Create a DIY box to hold your projects for home projects,as a diy project container create a diy box to hold your projects for home projects,box,box,0.89167,0.89435,0.88965,0.96879,1.22337,0.97357,-0.00773
156,157,"such as computers, smartphones, and tablets.,creative",5  As a storage solution for electronics Use a box to store your electronics,as a storage solution for electronics use a box to store your electronics,box,box,1.0760399999999999,1.09277,0.99665,0.96882,0.82915,0.99269,0.00191
157,158,creative,6  As a holding container for items that need to be stored for a long time Use a box to store,as a holding container for items that need to be stored for a long time use a box to store,box,box,1.10898,0.95263,0.91957,0.9688,1.22376,1.03475,-0.00379
158,159,"such as household用品、手工艺品、纪念品等。,creative",7  As a portable storage container Use a box to store your goods when you travel,as a portable storage container use a box to store your goods when you travel,box,box,0.8899900000000001,1.10289,1.00007,0.96899,0.77417,0.94722,0.00116
159,160,creative,8  As a gift box Make your own custom gift box to hold your favorite gifts for your loved ones,as a gift box make your own custom gift box to hold your favorite gifts for your loved ones,box,box,0.8906499999999999,1.01624,1.10117,0.9688,0.77685,0.95074,0.00487
160,161,"such as洗衣机、烤箱、电视机等。,creative",9  As a DIY project container for appliances Create a DIY box to hold your appliances,as a diy project container for appliances create a diy box to hold your appliances,box,box,1.11117,0.90161,0.93133,0.96884,0.77179,0.93695,-0.00565
161,162,"such as hardware, tools, and appliances.,creative",10  As a container for outdoor storage Use a box to store your outdoor goods,as a container for outdoor storage use a box to store your outdoor goods,box,box,1.10705,0.93234,0.94819,0.96908,1.22328,1.03599,-0.00272
162,163,"music, movies, and other items. You can make your own box by using a sturdy box and adding a lid.,creative",1  As a storage container You can use a box to store your favorite books,as a storage container you can use a box to store your favorite books,box,box,1.10846,1.07183,1.08517,0.96853,1.22351,1.0915,0.00774
163,164,"such as a storage container or a treehouse. You can use box legs to build a foundation and use other materials to build the rest of the structure.,creative",2  As a DIY project You can use a box to build a DIY structure,as a diy project you can use a box to build a diy structure,box,box,0.95489,1.11969,1.06237,0.96878,1.22425,1.066,0.00669
164,165,creative,3  As a shipping container You can use a box as a shipping container to store your goods while you are traveling You can make your own box by using a sturdy box and adding a lid,as a shipping container you can use a box as a shipping container to store your goods while you are traveling you can make your own box by using a sturdy box and adding a lid,box,box,1.10877,0.90341,1.05392,0.9688,1.22837,1.05265,0.00248
165,166,creative,4  As a tool box You can use a box to store your tools and You can make your own tool box by using a sturdy box and adding a lock,as a tool box you can use a box to store your tools and you can make your own tool box by using a sturdy box and adding a lock,box,box,1.11448,0.99522,0.94113,0.9688,0.77694,0.95931,-0.00312
166,167,"paint, or other materials to make it look nice.,creative",5  As a display case You can use a box to store your products and make it look good You can add some wood,as a display case you can use a box to store your products and make it look good you can add some wood,box,box,1.11826,0.9513,0.93736,0.9688,0.77557,0.95026,-0.00423
167,168,creative,6  As a storage unit You can use a box to store your furniture and other items You can make your own storage unit by using a box and adding a lid,as a storage unit you can use a box to store your furniture and other items you can make your own storage unit by using a box and adding a lid,box,box,0.89168,0.95553,0.94417,0.9688,1.2198,0.996,-0.0035
168,169,"paint, or other materials to make it look nice.,creative",7  As a DIY project You can use a box to build a DIY a box to store and make it look good You can add some wood,as a diy project you can use a box to build a diy a box to store and make it look good you can add some wood,box,box,1.0597,0.99701,1.06086,0.9688,0.7768200000000001,0.97264,0.00314
169,170,"paint, or other materials to make it look nice.,creative",8  As a product You can use a box to store your products and make it look good You can add some wood,as a product you can use a box to store your products and make it look good you can add some wood,box,box,1.13807,0.85566,1.06275,0.9688,1.22571,1.0502,0.0021
170,171,creative,9  As a storage unit You can use a box to store your furniture and other items You can make your own storage unit by using a box and adding a lid,as a storage unit you can use a box to store your furniture and other items you can make your own storage unit by using a box and adding a lid,box,box,0.89168,0.95553,0.94417,0.9688,1.2198,0.996,-0.0035
171,172,creative,10  As a tool box You can use a box to store your tools and You can make your own tool box by using a sturdy box and adding a lock,as a tool box you can use a box to store your tools and you can make your own tool box by using a sturdy box and adding a lock,box,box,1.11448,0.99522,0.94113,0.9688,0.77694,0.95931,-0.00312
172,173,creative,1  As a storage unit for art and craft materials,as a storage unit for art and craft materials,box,box,0.92489,1.07109,1.06163,0.97029,0.75699,0.95698,0.00374
173,174,creative,2  As a tool for sorting and organizing objects,as a tool for sorting and organizing objects,box,box,0.8581300000000001,0.95014,1.05863,0.96766,1.23275,1.01346,0.00265
174,175,creative,3  As a container for holding small items like snacks and drinks,as a container for holding small items like snacks and drinks,box,box,0.89258,0.96945,1.06837,0.96947,0.77466,0.93491,0.002
175,176,creative,4  As a tool for organizing and memories,as a tool for organizing and memories,box,box,0.9412,0.9377800000000001,0.94852,0.96886,0.77159,0.91359,-0.00483
176,177,creative,5  As a storage solution for vehicles,as a storage solution for vehicles,box,box,0.94882,1.00949,1.07537,0.95381,1.24411,1.04632,0.00756
177,178,creative,6  As a tool for holding books and other documents,as a tool for holding books and other documents,box,box,1.11522,1.11567,1.07624,0.96864,0.76576,1.00831,0.00673
178,179,creative,7  As a small tool for DIY projects,as a small tool for diy projects,box,box,1.06532,0.8855999999999999,1.08209,0.96817,1.21787,1.04381,0.00349
179,180,creative,8  As a storage unit for electronics,as a storage unit for electronics,box,box,1.00075,0.88989,0.95782,0.95915,1.17361,0.99624,-0.00216
180,181,creative,9  As a container for holding cleaning,as a container for holding cleaning,box,box,1.09383,1.10472,1.05238,0.96835,1.23946,1.09175,0.00665
181,182,creative,10  As a tool for holding music and other,as a tool for holding music and other,box,box,1.04814,1.12555,1.08476,0.96871,1.22765,1.09096,0.00852
182,183,"tools, electronics, and other items you may need in your life. You can create a box阵列 to make it easier to find and retrieve your items.,creative",1  To  A box can be used as a container to store and organize items such as clothes,to a box can be used as a container to store and organize items such as clothes,box,box,0.89127,1.07218,1.0465,0.9688,0.77557,0.95086,0.00308
183,184,"videos, and text to guide users through the process of creating their own projects.,creative",2  As a DIY project platform  You can create a box as a platform for DIY projects and tutorials You can add images,as a diy project platform you can create a box as a platform for diy projects and tutorials you can add images,box,box,1.10048,1.09508,1.06185,0.9688,1.22298,1.08984,0.00687
184,185,creative,3  As a storage solution for pets  A box can be used as a pet storage solution to keep your furry friends organized and safe You can create a box with different size openings for different animals to fit their size and shape,as a storage solution for pets a box can be used as a pet storage solution to keep your furry friends organized and safe you can create a box with different size openings for different animals to fit their size and shape,box,box,0.89122,0.9434400000000001,0.93838,0.9688,1.22314,0.993,-0.00406
185,186,"brush, palette, and other tools to the box to make painting more accessible and fun.,creative",4  As a tool for painting and DIY  A box can be used as a tool for painting and DIY projects You can add paint,as a tool for painting and diy a box can be used as a tool for painting and diy projects you can add paint,box,box,1.11828,1.09819,1.08005,0.9688,1.22318,1.0977,0.00802
186,187,creative,5  As a storage solution for electronics  A box can be used as a storage solution for electronics You can create a box to make it easier to find and retrieve your electronics,as a storage solution for electronics a box can be used as a storage solution for electronics you can create a box to make it easier to find and retrieve your electronics,box,box,0.89036,1.05029,1.06133,0.9688,1.24268,1.04269,0.00491
187,188,creative,6  As a tool for organizing gift ideas  A box can be used as a tool for organizing gift ideas You can create a box with different size for different types of gifts to make gift shopping more fun and easier,as a tool for organizing gift ideas a box can be used as a tool for organizing gift ideas you can create a box with different size for different types of gifts to make gift shopping more fun and easier,box,box,0.89242,1.06717,0.93838,0.9688,1.22315,1.01798,-0.00146
188,189,"decor, and other items to the box to make it a fun and accessible space for home decor projects.,creative",7  As a tool for DIY and home decor  A box can be used as a tool for DIY and home decor projects You can add DIY projects,as a tool for diy and home decor a box can be used as a tool for diy and home decor projects you can add diy projects,box,box,0.8907700000000001,0.88228,0.88685,0.9688,1.2229700000000001,0.97033,-0.00814
189,190,creative,8  As a storage solution for books and libraries  A box can be used as a storage solution for books and libraries You can create a box to make it easier to find and retrieve your books,as a storage solution for books and libraries a box can be used as a storage solution for books and libraries you can create a box to make it easier to find and retrieve your books,box,box,0.88832,0.93297,1.06162,0.9688,1.22317,1.01498,0.00239
190,191,"decor, and other items to the box to make it a fun and accessible space for home decor projects.,creative",9  As a tool for DIY and home decor  A box can be used as a tool for DIY and home decor projects You can add DIY projects,as a tool for diy and home decor a box can be used as a tool for diy and home decor projects you can add diy projects,box,box,0.8907700000000001,0.88228,0.88685,0.9688,1.2229700000000001,0.97033,-0.00814
191,192,creative,10  As a tool for storage and organization  A box can be used as a tool for storage and organization You can create a box with different size for different types of storage and organization needs,as a tool for storage and organization a box can be used as a tool for storage and organization you can create a box with different size for different types of storage and organization needs,box,box,1.10876,0.87782,1.06127,0.9688,0.77683,0.9587,9.1e-4
192,193,creative,1  To store,to store,box,box,0.88704,1.01571,0.95271,0.95411,1.22147,1.00621,6e-4
193,194,creative,2  As a container for storing and shipping small items,as a container for storing and shipping small items,box,box,0.89215,0.9681,1.03706,0.96951,0.76147,0.92566,2.3e-4
194,195,creative,3  As a tool for organizing and,as a tool for organizing and,box,box,0.97902,1.01885,1.01295,0.96837,1.23357,1.04255,0.00211
195,196,creative,4  To store,to store,box,box,0.88704,1.01571,0.95271,0.95411,1.22147,1.00621,6e-4
196,197,creative,5  As a DIY project material,as a diy project material,box,box,0.98901,1.07258,0.89039,0.97,1.19208,1.02281,-0.00376
197,198,creative,6  To create a storage unit for your vehicle,to create a storage unit for your vehicle,box,box,1.01921,0.92999,0.96619,0.96706,1.24184,1.02486,-0.00185
198,199,creative,7  As a tool for storing items that require,as a tool for storing items that require,box,box,0.88966,0.97217,1.02648,0.96699,1.23432,1.01792,0.00164
199,200,creative,8  To create a storage container for flowers,to create a storage container for flowers,box,box,1.10836,1.04329,0.9475,0.96512,0.77337,0.96753,-0.00121
200,201,creative,9  To store books and other materials,to store books and other materials,box,box,0.97856,1.12345,0.91977,0.96828,1.24445,1.0469,-7e-4
201,202,creative,10  As a tool for storing electronic devices,as a tool for storing electronic devices,box,box,0.99882,0.97092,0.9148499999999999,0.9787,0.76014,0.92469,-0.00731
202,203,"musical instruments, art materials, or other items that you want to keep organized and accessible.,creative",1  As a storage container Use a box to store your favorite books,as a storage container use a box to store your favorite books,box,box,1.10802,1.08813,1.0961,0.96649,1.22367,1.09648,0.009
203,204,"DIY projects, and other materials that you want to work on but don't have the space for in your home.,creative",2  As a tool for DIY projects box can be used as a container to store tools,as a tool for diy projects box can be used as a container to store tools,box,box,0.89294,0.90784,1.00395,0.9688,0.77759,0.91022,-0.00266
204,205,creative,3  As a giftboxbox can be used to store gifts that you want to give as a surprise to your loved ones,as a giftboxbox can be used to store gifts that you want to give as a surprise to your loved ones,box,box,1.11004,1.06649,1.02942,0.9688,1.22329,1.07961,0.00456
205,206,creative,4  As a container for ideas Store your ideas in a box to take with you on your journey towards creating,as a container for ideas store your ideas in a box to take with you on your journey towards creating,box,box,1.11132,1.03849,0.93432,0.9688,1.22488,1.05556,-0.00117
206,207,"portable storage container to keep your vehicle organized and secure.,creative",5  As a tool for transportation Use a box as a lightweight,as a tool for transportation use a box as a lightweight,box,box,1.07687,0.97099,0.90255,0.96866,0.76588,0.93699,-0.00592
207,208,creative,6  As a container for memories Store your memories of a special someone in a box to their life,as a container for memories store your memories of a special someone in a box to their life,box,box,1.10756,1.06816,0.93223,0.9688,1.2233,1.06001,-6.8e-4
208,209,"documents, and other important items to ensure they are organized and accessible.,creative",7  As a tool for storage and organization Use a box to store your files,as a tool for storage and organization use a box to store your files,box,box,0.90154,0.9499299999999999,1.02136,0.96881,1.22539,1.01341,6.3e-4
209,210,creative,8  As a container for inspiration Store your inspiration in a box to inspire you to create new ideas and projects,as a container for inspiration store your inspiration in a box to inspire you to create new ideas and projects,box,box,0.89471,0.93864,1.03966,0.9688,1.22335,1.01303,0.00135
210,211,creative,9  As a storage solution for electronics Use a box to store your electronics to ensure they are organized and accessible,as a storage solution for electronics use a box to store your electronics to ensure they are organized and accessible,box,box,1.02445,0.89707,1.0565,0.9688,1.24257,1.03788,0.00211
211,212,creative,10  As a container for beauty products Store your beauty products in a box to make them last longer and stay fresher,as a container for beauty products store your beauty products in a box to make them last longer and stay fresher,box,box,0.8913,1.14608,0.96362,0.9688,1.21775,1.03751,0.00154
212,213,"tools, appliances, and even clothing.,creative",1  Use the box as a storage containerbox can be used to store items such as books,use the box as a storage containerbox can be used to store items such as books,box,box,0.88911,1.0626,1.05791,0.96881,0.7743,0.95055,0.00348
213,214,"you can create a DIY storage unit for your home.,creative",2  Create a DIY storage unit By cutting down the box and making it into a small unit,create a diy storage unit by cutting down the box and making it into a small unit,box,box,1.138,0.90634,1.00267,0.9688,1.2174,1.04664,-1.2e-4
214,215,creative,3  Use the box as a holding tankbox can be used as a holding tank for water or other fluid,use the box as a holding tankbox can be used as a holding tank for water or other fluid,box,box,1.10242,0.91279,1.07618,0.96881,1.23044,1.05813,0.00386
215,216,"DIY projects, or just for personal use.,creative",4  Build a simple storage shed box can be used to build a simple storage shed that you can use for storage,build a simple storage shed box can be used to build a simple storage shed that you can use for storage,box,box,0.89861,0.89823,0.93724,0.96882,0.7753099999999999,0.89564,-0.00647
216,217,creative,5  Use the box as a painting framebox can be used as a painting frame to display your artwork,use the box as a painting framebox can be used as a painting frame to display your artwork,box,box,1.07766,1.0535,0.8839,0.9688,0.77603,0.95198,-0.00519
217,218,"you can create a DIY home decor storage bin that you can use for storing items such as home decor, shoes, and other small items.,creative",6  Create a DIY home decor storage bin By cutting down a box and making it into a small bin,create a diy home decor storage bin by cutting down a box and making it into a small bin,box,box,1.11118,0.94148,1.05855,0.9688,1.20477,1.05696,0.00347
218,219,creative,7  Use the box as a shipping containerbox can be used as a shipping container to store items that you need to ship out or move,use the box as a shipping containerbox can be used as a shipping container to store items that you need to ship out or move,box,box,1.10894,1.06679,1.05483,0.9688,1.2258,1.08503,0.00595
219,220,creative,8  Create a DIY tool boxbox can be used to store tools and other items that you need for DIY projects,create a diy tool boxbox can be used to store tools and other items that you need for diy projects,box,box,0.89129,1.13404,1.06807,0.9688,0.7765,0.96774,0.00555
220,221,"vegetables, and meats.,creative",9  Use the box as a bin for holding foodbox can be used as a bin to hold food items such as fruits,use the box as a bin for holding foodbox can be used as a bin to hold food items such as fruits,box,box,0.8912100000000001,0.93298,1.06986,0.9688,0.77594,0.92776,0.00143
221,222,"professionals, and anyone working on a project.,creative",10 Use the box as a DIY project storage containerbox can be used to store projects that you are working on and need to keep track of progress This can be useful for students,use the box as a diy project storage containerbox can be used to store projects that you are working on and need to keep track of progress this can be useful for students,box,box,0.96138,0.9041399999999999,1.02179,0.9688,0.77687,0.9266,-0.00143
222,223,"such as照片， documents, or other memories.,creative",1  Use a box as a storage container to hold items you won't use for a while,use a box as a storage container to hold items you wont use for a while,box,box,1.10789,1.09742,1.0509,0.96881,0.7761899999999999,1.00024,0.00494
223,224,creative,2  Make a DIY gift box by carefully selecting anditems that make a good gift for the person you're,make a diy gift box by carefully selecting anditems that make a good gift for the person youre,box,box,0.91936,1.08673,0.99282,0.9688,0.77694,0.94893,6.2e-4
224,225,"water, and plants and keep them in there until they grow.,creative",3  Use a box to create a DIY storage container for plants You can fill the box with soil,use a box to create a diy storage container for plants you can fill the box with soil,box,box,0.89089,1.14002,0.9492700000000001,0.96876,0.77702,0.94519,-7.6e-4
225,226,"such as colorfulARTS, colorful handouts, colorful DIY projects, or colorful playing cards.,creative",4  Use a box to hold colorful and playful objects,use a box to hold colorful and playful objects,box,box,1.00614,0.85268,0.9355,0.96878,1.20468,0.99356,-0.0056
226,227,creative,5  Make a DIY bookcase out of a box by carefully selecting and books that you want to display,make a diy bookcase out of a box by carefully selecting and books that you want to display,box,box,0.98898,0.86354,0.9256,0.9688,1.22313,0.99401,-0.00594
227,228,creative,6  Use a box to make a DIY storage container for your vehicle by carefully selecting anditems that make a good storage solution for your car,use a box to make a diy storage container for your vehicle by carefully selecting anditems that make a good storage solution for your car,box,box,0.85665,0.91489,1.05094,0.9688,0.77701,0.91366,-1.5e-4
228,229,creative,7  Use a box to make a DIY for your home by carefully selecting anditems that you want to in your home,use a box to make a diy for your home by carefully selecting anditems that you want to in your home,box,box,1.10517,0.92938,1.01528,0.9688,0.77688,0.9591,-5.2e-4
229,230,creative,8  Use a box to make a DIY storage container for your tools by carefully selecting anditems that make a good storage solution for your tools,use a box to make a diy storage container for your tools by carefully selecting anditems that make a good storage solution for your tools,box,box,0.87128,0.94234,1.0509,0.9688,0.777,0.92206,5e-4
230,231,creative,9  Use a box to make a DIY storage container for your electronics by carefully selecting anditems that make a good storage solution for your electronics,use a box to make a diy storage container for your electronics by carefully selecting anditems that make a good storage solution for your electronics,box,box,0.88797,0.92919,1.05726,0.9688,0.78991,0.92663,6.9e-4
231,232,creative,10 Use a box to make a DIY storage container for your DIY projects by carefully selecting anditems that you want to display and store your DIY projects in,use a box to make a diy storage container for your diy projects by carefully selecting anditems that you want to display and store your diy projects in,box,box,1.10887,1.14039,1.13227,0.9688,1.22314,1.11469,0.01169
