...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
232,233,creative,3 Create a rope ladder for a treehouse or loft space,create a rope ladder for a treehouse or loft space,rope,rope,0.8844
233,234,creative,4 Use a rope to create a unique and rustic room divider,use a rope to create a unique and rustic room divider,rope,rope,1.10356
234,235,creative,5 Make a rope leash for your pet with colorful and durable rope,make a rope leash for your pet with colorful and durable rope,rope,rope,1.11714
235,236,creative,6 Use a rope to create a fun and challenging obstacle course for kids or adults,use a rope to create a fun and challenging obstacle course for kids or adults,rope,rope,0.89471
236,237,creative,7 Make a rope handle for a heavy or awkward item like a large plant or piece of furniture,make a rope handle for a heavy or awkward item like a large plant or piece of furniture,rope,rope,1.10647
237,238,creative,8 Use a rope to create a DIY clothesline for hanging laundry,use a rope to create a diy clothesline for hanging laundry,rope,rope,0.89518
238,239,creative,9 Make a rope curtain tieback for a bohemian or coastalinspired home decor look,make a rope curtain tieback for a bohemian or coastalinspired home decor look,rope,rope,1.1159
239,240,creative,10 Use a rope to create a DIY climbing wall or handhold for indoor or outdoor exercise,use a rope to create a diy climbing wall or handhold for indoor or outdoor exercise,rope,rope,1.10513
240,241,creative,1 Create a DIY rope swing in your backyard for kids or adults to enjoy,create a diy rope swing in your backyard for kids or adults to enjoy,rope,rope,0.89485
241,242,creative,2 Use a rope to create a unique and rustic room divider,use a rope to create a unique and rustic room divider,rope,rope,1.10356
242,243,creative,3 Make a rope ladder to access a treehouse or loft,make a rope ladder to access a treehouse or loft,rope,rope,0.88456
243,244,creative,4 Create a hammock using a long sturdy rope,create a hammock using a long sturdy rope,rope,rope,0.97164
244,245,creative,5 Use a rope to create a DIY headboard for your bed,use a rope to create a diy headboard for your bed,rope,rope,0.89494
245,246,creative,6 Hang a decorative rope shelf to display plants or other items,hang a decorative rope shelf to display plants or other items,rope,rope,0.89359
246,247,creative,7 Make a rope light fixture by wrapping rope around a wire frame and adding a light bulb,make a rope light fixture by wrapping rope around a wire frame and adding a light bulb,rope,rope,1.10893
247,248,creative,8 Use a rope to create a unique and functional handrail for stairs,use a rope to create a unique and functional handrail for stairs,rope,rope,0.89437
248,249,creative,9 Create a rope curtain to add a bohemian touch to your home decor,create a rope curtain to add a bohemian touch to your home decor,rope,rope,1.11558
249,250,creative,10 Use rope to create a DIY outdoor clothesline for ecofriendly laundry drying,use rope to create a diy outdoor clothesline for ecofriendly laundry drying,rope,rope,0.89514
