...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
92,93,creative,3 Vine Creator Bending a couple of forks with prongs angled down to form loops twist them into a circle shape horizontally for larger forms or vertically for smaller hanging decorations Place small plant vines inside allowing them to wrap around the prongs as they grow creating a natural and creative display,vine creator bending a couple of forks with prongs angled down to form loops twist them into a circle shape horizontally for larger forms or vertically for smaller hanging decorations place small plant vines inside allowing them to wrap around the prongs as they grow creating a natural and creative display,fork,fork,1.05886
93,94,creative,4 Salad Decorating Arrange small decorative items like flower petals croutons or delicate garnishes onto a plate using a fork delicately placing each item to create an appealing and Instagramworthy visual,salad decorating arrange small decorative items like flower petals croutons or delicate garnishes onto a plate using a fork delicately placing each item to create an appealing and instagramworthy visual,fork,fork,1.05886
94,95,creative,5 Phone Stand Bend the middle fork prong to form a small ledge Prop your phone sideways on the fork creating a makeshift stabilizing phone stand for watching videos or setting it up during video calls,phone stand bend the middle fork prong to form a small ledge prop your phone sideways on the fork creating a makeshift stabilizing phone stand for watching videos or setting it up during video calls,fork,fork,1.05886
95,96,creative,6 Angelic Ornaments Create cute winged angel ornaments by using a fork as the base body which becomes the wings once gently curved into shape and decorating it with threads beads and stickers,angelic ornaments create cute winged angel ornaments by using a fork as the base body which becomes the wings once gently curved into shape and decorating it with threads beads and stickers,fork,fork,1.05886
96,97,creative,7 Espresso Creations Make impressive latteart or frothy designs on top of your coffee by gently swirling the frothed milk using the curved inner prongs or the inflexible base area comfortably fititg to your spooning hand,espresso creations make impressive latteart or frothy designs on top of your coffee by gently swirling the frothed milk using the curved inner prongs or the inflexible base area comfortably fititg to your spooning hand,fork,fork,0.94114
97,98,creative,8 Homey Wind Chime Attach several bent fork prongs varying from low to high pitches so that they gently strike an assortment of old spoons hanging from above resulting in a unique and whimsical wind chime,homey wind chime attach several bent fork prongs varying from low to high pitches so that they gently strike an assortment of old spoons hanging from above resulting in a unique and whimsical wind chime,fork,fork,1.05886
98,99,creative,9 Plant Label Flatten the prongs of a stainlesssteel fork recycling it as a longlasting maker for labeling your potted plants or herbs Inscribe the name of the foliage variety using a thin permanent marker,plant label flatten the prongs of a stainlesssteel fork recycling it as a longlasting maker for labeling your potted plants or herbs inscribe the name of the foliage variety using a thin permanent marker,fork,fork,0.94116
99,100,creative,10 Balance Tricks Arrange forks handles starting at the table and the prongs heading outward to create a partially balanced tower on a pencil eraser challenge your friends or family to carefully remove one without resulting in a tower collapse Be sure to supervise young children at all times,balance tricks arrange forks handles starting at the table and the prongs heading outward to create a partially balanced tower on a pencil eraser challenge your friends or family to carefully remove one without resulting in a tower collapse be sure to supervise young children at all times,fork,fork,0.94114
100,101,creative,1 Hair/Wig Accessory Attach a colorful ribbon or fabric to the handle of a fork and use it as a unique decoration for hair or a wig,hairwig accessory attach a colorful ribbon or fabric to the handle of a fork and use it as a unique decoration for hair or a wig,fork,fork,1.05881
101,102,creative,2 Bag Sealer Fold over the opening of an open bag such as a chip bag and insert the fork prongs through to hold it shut,bag sealer fold over the opening of an open bag such as a chip bag and insert the fork prongs through to hold it shut,fork,fork,0.94114
102,103,creative,3 Dip Scoop Having a fork with a longer central tine cluster use it to scoop dips such as guacamole salsa or hummus to create perfectly layered presentations,dip scoop having a fork with a longer central tine cluster use it to scoop dips such as guacamole salsa or hummus to create perfectly layered presentations,fork,fork,1.05905
103,104,creative,4 Cable Organizer Coil and thread cables or cords through the individual prongs of a fork to control their tangling within drawers or desk areas,cable organizer coil and thread cables or cords through the individual prongs of a fork to control their tangling within drawers or desk areas,fork,fork,0.94115
104,105,creative,5 Photo or Card Holder Stick the fork prongs into a cork board or slab of clay to create an interesting and makeshift picture or card holder,photo or card holder stick the fork prongs into a cork board or slab of clay to create an interesting and makeshift picture or card holder,fork,fork,1.05886
105,106,creative,6 Fruit Stand Fasten homemade fruit popsicles or mini fruits on the fork prongs by freezing them creating a handy stand,fruit stand fasten homemade fruit popsicles or mini fruits on the fork prongs by freezing them creating a handy stand,fork,fork,0.94114
106,107,creative,7 Brush Cleaner Inserting the prongs through the bristles of a hairbrush use it to clean and pull out excess hair in between times using an actual comb or brush cleaner,brush cleaner inserting the prongs through the bristles of a hairbrush use it to clean and pull out excess hair in between times using an actual comb or brush cleaner,fork,fork,0.9411
107,108,creative,8 Herb Picker/Straighter Rather than using a regular herb picker twist the tines through the base of thickstemmed herbs or use the fork to straighten unruly leaves and shoot tops quickly by teasing them into shape,herb pickerstraighter rather than using a regular herb picker twist the tines through the base of thickstemmed herbs or use the fork to straighten unruly leaves and shoot tops quickly by teasing them into shape,fork,fork,0.94115
108,109,creative,9 Lipstick Protector Incise lips onto the textured handle fashioning a lipstick offwhite colored protector inside to cover lipstick alternatively during applying process and storage thus preventing smudging the purse or losing the tip altogether,lipstick protector incise lips onto the textured handle fashioning a lipstick offwhite colored protector inside to cover lipstick alternatively during applying process and storage thus preventing smudging the purse or losing the tip altogether,fork,fork,1.01078
109,110,creative,10 Floral Arrangement Aid Ensure fragile stems stay sturdy Hold blossoms bunch up within container say a box or basket align new assembly into by threading the tines grip one rounded anywhere destination balancing out enclosure limitations again,floral arrangement aid ensure fragile stems stay sturdy hold blossoms bunch up within container say a box or basket align new assembly into by threading the tines grip one rounded anywhere destination balancing out enclosure limitations again,fork,fork,0.94122
110,111,creative,1 Art projects Use the tines as a paintbrush or create sculpture with hundreds of colored forks,art projects use the tines as a paintbrush or create sculpture with hundreds of colored forks,fork,fork,1.05876
111,112,creative,2 Fashion accessories Transform it into a unique pendant or attach to an elastic for an abstract hair clip,fashion accessories transform it into a unique pendant or attach to an elastic for an abstract hair clip,fork,fork,1.057
112,113,creative,3 Plant identifiers Label the stems of different plants in your garden by attaching a written tag to the end of the fork,plant identifiers label the stems of different plants in your garden by attaching a written tag to the end of the fork,fork,fork,1.05886
113,114,creative,4 Candle holder Insert multiple forks into a Styrofoam or floral foam base and rest a tea light candle on each,candle holder insert multiple forks into a styrofoam or floral foam base and rest a tea light candle on each,fork,fork,0.94114
114,115,creative,5 Recording studio tool Use the fork to scratch or tap on various surfaces to create unique sounds while recording music,recording studio tool use the fork to scratch or tap on various surfaces to create unique sounds while recording music,fork,fork,1.05886
115,116,creative,6 Tent stakes In an emergency use the fork's handle to secure a tent by pushing it into the ground,tent stakes in an emergency use the forks handle to secure a tent by pushing it into the ground,fork,fork,0.94115
116,117,creative,7 Combination lock opener With some ingenuity adjust and bend the fork tines to create makeshift unlock tool,combination lock opener with some ingenuity adjust and bend the fork tines to create makeshift unlock tool,fork,fork,0.94114
117,118,creative,8 Elemental jewelry Use the deeper ends of the tines to make earrings or rings reminiscent of lightningshaped designs,elemental jewelry use the deeper ends of the tines to make earrings or rings reminiscent of lightningshaped designs,fork,fork,1.05893
118,119,creative,9 Pasta serving indicator Bend the handle to serve as a pasta perch arrange fork tines according to the desired portion size,pasta serving indicator bend the handle to serve as a pasta perch arrange fork tines according to the desired portion size,fork,fork,1.05895
119,120,creative,10 Intercultural challenges Incorporate silverware representations such as inclined forks sticking out of conventional restaurant models like chopstick standins to evoke thoughtful discussions,intercultural challenges incorporate silverware representations such as inclined forks sticking out of conventional restaurant models like chopstick standins to evoke thoughtful discussions,fork,fork,0.98932
120,121,creative,1 FruitDispensing Fork Attach small compartments and slots to a fork allowing you to conveniently spear different types of fruit or snacks,fruitdispensing fork attach small compartments and slots to a fork allowing you to conveniently spear different types of fruit or snacks,fork,fork,0.94114
121,122,creative,2 BBQ Brush Fork Replace the bristles of a traditional BBQ brush with the prongs of a fork making it easier to baste or marinate meat on the grill,bbq brush fork replace the bristles of a traditional bbq brush with the prongs of a fork making it easier to baste or marinate meat on the grill,fork,fork,1.05886
122,123,creative,3 Fork Pencil Holder Bend the prongs of a fork upwards and use it as a unique desk organizer holding your pens and pencils for easy access,fork pencil holder bend the prongs of a fork upwards and use it as a unique desk organizer holding your pens and pencils for easy access,fork,fork,1.05886
123,124,creative,4 Mobile Phone Stand Twist the ends of a fork to create a stand for your mobile phoneyou'll have a quirky and practical way to watch movies or take video calls,mobile phone stand twist the ends of a fork to create a stand for your mobile phoneyoull have a quirky and practical way to watch movies or take video calls,fork,fork,0.94114
124,125,creative,5 Funky Plant Marker Flatten out the head of a fork and engrave different herb or plant names on each prong to make an eyecatching plant marker for your garden or kitchen,funky plant marker flatten out the head of a fork and engrave different herb or plant names on each prong to make an eyecatching plant marker for your garden or kitchen,fork,fork,0.94114
125,126,creative,6 Necklace Pendant Beautify a fork by refining its design adding enamel or decorative elements and transform it into an edgy pendant for an eclectic fashion statement,necklace pendant beautify a fork by refining its design adding enamel or decorative elements and transform it into an edgy pendant for an eclectic fashion statement,fork,fork,1.05945
126,127,creative,7 CD/DVD Hanger Craft a fork into a wallmounted holder balancing the base between two broom bristles to stylishly hang a CD/DVD on the wall,cddvd hanger craft a fork into a wallmounted holder balancing the base between two broom bristles to stylishly hang a cddvd on the wall,fork,fork,1.05885
127,128,creative,8 Precisioneating Tool Modify the edges of a fork to have very small cutout metal baffles akin to a 3D printer nozzle allowing you to eat with greater precision and portioncontrol,precisioneating tool modify the edges of a fork to have very small cutout metal baffles akin to a d printer nozzle allowing you to eat with greater precision and portioncontrol,fork,fork,1.05897
128,129,creative,9 Soup Cooler Freeze a fork completely underwater then elegantly serve soup by spearing the submerged cold fork into the serving bowl chilling the soup rapidly in style,soup cooler freeze a fork completely underwater then elegantly serve soup by spearing the submerged cold fork into the serving bowl chilling the soup rapidly in style,fork,fork,0.94115
129,130,creative,10 Bicycle Wheel Decoration Attach a few vibrantly painted bent forks around the frame of your bicycle wheel to add a playful and artistic touch to your ride,bicycle wheel decoration attach a few vibrantly painted bent forks around the frame of your bicycle wheel to add a playful and artistic touch to your ride,fork,fork,0.94114
130,131,creative,1 DIY Plant Marker Attach a small tag to the handle of a fork and use it to label your plant species in your garden,diy plant marker attach a small tag to the handle of a fork and use it to label your plant species in your garden,fork,fork,0.94114
131,132,creative,2 Fork Easel Bend the central prongs of a fork upwards slightly then rest a small recipe card or photograph on it for a makeshift tabletop display,fork easel bend the central prongs of a fork upwards slightly then rest a small recipe card or photograph on it for a makeshift tabletop display,fork,fork,1.05886
132,133,creative,3 Cable Management Wrap or twist cables around a fork to prevent tangling and clutter in your workspace or bag,cable management wrap or twist cables around a fork to prevent tangling and clutter in your workspace or bag,fork,fork,1.05596
133,134,creative,4 Creative Art Prints Dip the ends of a fork into paint and use it as a stamp to create unique prints on fabric or paper,creative art prints dip the ends of a fork into paint and use it as a stamp to create unique prints on fabric or paper,fork,fork,0.94052
134,135,creative,5 Food Presentation Use a fork as a decorative tool to aestheticize the plating of certain foods such as creating intricate patterns or enhancing garnishes,food presentation use a fork as a decorative tool to aestheticize the plating of certain foods such as creating intricate patterns or enhancing garnishes,fork,fork,0.94156
135,136,creative,6 Unknit Your Mistake If a knitted or crocheted piece goes terribly wrong use a table fork to carefully start the unraveling process and free the yarn,unknit your mistake if a knitted or crocheted piece goes terribly wrong use a table fork to carefully start the unraveling process and free the yarn,fork,fork,0.94117
136,137,creative,7 Purse or Bag Hanger Insert a fork into a table edge or backrest at a café or restaurant to hang your bag on it keeping it clean and secure,purse or bag hanger insert a fork into a table edge or backrest at a café or restaurant to hang your bag on it keeping it clean and secure,fork,fork,1.05886
137,138,creative,8 Retro Jewelry Organizer Mount an old fork horizontally on the wall and hang looped earrings or necklaces over its prongs,retro jewelry organizer mount an old fork horizontally on the wall and hang looped earrings or necklaces over its prongs,fork,fork,1.0603
138,139,creative,9 Emergency Hair Clip For a quick and quirky alternative tease your hair uptight and clip it in place with the open end of a forma thoughtful solution for untamed hair moments,emergency hair clip for a quick and quirky alternative tease your hair uptight and clip it in place with the open end of a forma thoughtful solution for untamed hair moments,fork,fork,1.05882
139,140,creative,10 Pasta Portion Measure Vertical span gap among a heap bar space is frequently commensurate around to quite portion of spun spaghetti spaghetti limit maybe three ounces/diminishing existing wineholder jammed ounce things as alternatively habituity as serving back carblots supper Stateward peg theirs burn amatch actual fork placed external in opposite swarthy measurement thumbsdown deceive Translated into classical Spoonerism Ut mi Feedberart write onmonushow properly speculators function of saving going backspect spoon remains confidential secret invitation the grimbled menace periodo'er moral cralerargument has span parted upperhalf indication amir now existing nominal decimal size pun been grasped prinkful since wineadd go clipsaddisticlyeirsknown hytek perfectsirensize of feeleryassembly generally withspatoon can wellaligned sock representer following loose enough oased worth hereafter greensheet responseclickmaketogetherspectral if goodinpaquint once in a voxt of clarbaprawardand were left seagues speakingendcan highly sorted willnicnotalk justing core show quality brinker drymond ontalmodyhalftomes parantalip Answer Eventually rear prior materialceased from proceed airconrightclickmod only properly use of moneydownnowlefteastplocked fork cleverand life know deter beck,pasta portion measure vertical span gap among a heap bar space is frequently commensurate around to quite portion of spun spaghetti spaghetti limit maybe three ouncesdiminishing existing wineholder jammed ounce things as alternatively habituity as serving back carblots supper stateward peg theirs burn amatch actual fork placed external in opposite swarthy measurement thumbsdown deceive translated into classical spoonerism ut mi feedberart write onmonushow properly speculators function of saving going backspect spoon remains confidential secret invitation the grimbled menace periodoer moral cralerargument has span parted upperhalf indication amir now existing nominal decimal size pun been grasped prinkful since wineadd go clipsaddisticlyeirsknown hytek perfectsirensize of feeleryassembly generally withspatoon can wellaligned sock representer following loose enough oased worth hereafter greensheet responseclickmaketogetherspectral if goodinpaquint once in a voxt of clarbaprawardand were left seagues speakingendcan highly sorted willnicnotalk justing core show quality brinker drymond ontalmodyhalftomes parantalip answer eventually rear prior materialceased from proceed airconrightclickmod only properly use of moneydownnowlefteastplocked fork cleverand life know deter beck,fork,fork,1.05886
140,141,creative,Note The 10th use effectively emerges as a play on words or language mishap for humorous purposes,note the th use effectively emerges as a play on words or language mishap for humorous purposes,fork,fork,1.05885
141,142,creative,1 Musical Instrument Use a fork as a unique percussion instrument by plucking its tines and striking different surfaces to create an interesting sound,musical instrument use a fork as a unique percussion instrument by plucking its tines and striking different surfaces to create an interesting sound,fork,fork,1.04319
142,143,creative,2 Plant Marker Attach a small note or label to the handle of the fork and insert it into a potted plant serving as an improvised plant marker,plant marker attach a small note or label to the handle of the fork and insert it into a potted plant serving as an improvised plant marker,fork,fork,0.94115
143,144,creative,3 Handle Extender Affix a fork to the end of a short utensil handle like a toothbrush or pencil using tape to extend its length providing a more comfortable grip for someone with limited mobility,handle extender affix a fork to the end of a short utensil handle like a toothbrush or pencil using tape to extend its length providing a more comfortable grip for someone with limited mobility,fork,fork,0.94683
144,145,creative,4 Cord Organizer Thread tangled cords and cables through the tines of a fork and wrap them around transforming it into a practical cord organizer that helps prevent tangling,cord organizer thread tangled cords and cables through the tines of a fork and wrap them around transforming it into a practical cord organizer that helps prevent tangling,fork,fork,1.05689
145,146,creative,5 Cake Decoration Dip the ends of a fork into icing or melted chocolate and artistically cascade streaks across cake surfaces to create intricate and visually appealing patterns,cake decoration dip the ends of a fork into icing or melted chocolate and artistically cascade streaks across cake surfaces to create intricate and visually appealing patterns,fork,fork,0.99135
146,147,creative,6 Uncorking Aid When struggling to open a stubborn wine or champagne cork slip the fork tines beneath cork pointy side down and gently lift while twisting to ease it out of the bottle,uncorking aid when struggling to open a stubborn wine or champagne cork slip the fork tines beneath cork pointy side down and gently lift while twisting to ease it out of the bottle,fork,fork,0.94808
147,148,creative,7 Cord Phone Stand Place the handle of a fork on a horizontal surface entwine the phone cord throughout the tines using them as a stand to secure a phone horizontally for watching videos,cord phone stand place the handle of a fork on a horizontal surface entwine the phone cord throughout the tines using them as a stand to secure a phone horizontally for watching videos,fork,fork,0.94114
148,149,creative,8 DIY Hair Accessory Blend style and creativity by alternating winding thin strips of fabric or threading artificial flowers through the tines of a fork to create a unique hair comb or accessory,diy hair accessory blend style and creativity by alternating winding thin strips of fabric or threading artificial flowers through the tines of a fork to create a unique hair comb or accessory,fork,fork,0.96173
149,150,creative,9 Indoor Plant Starter Rest the bottom part of the fork upside down across the opening of a glass or jar letting it support a seedling planted in soil thus keeping it balanced and seemingly floating,indoor plant starter rest the bottom part of the fork upside down across the opening of a glass or jar letting it support a seedling planted in soil thus keeping it balanced and seemingly floating,fork,fork,1.05886
150,151,creative,10 Custom Jewelry Hanger Anchor a painted or vintage fork to a wall then hang dangling earrings from its tines or use it to sturdily hold and display your precious jewelry i,custom jewelry hanger anchor a painted or vintage fork to a wall then hang dangling earrings from its tines or use it to sturdily hold and display your precious jewelry i,fork,fork,1.0589
