...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
202,203,creative,3 A book can be hollowed out and used as a secret storage compartment for small items,a book can be hollowed out and used as a secret storage compartment for small items,book,book,0.78522
203,204,creative,4 Pages from a book can be cut into shapes and used to create intricate paper art,pages from a book can be cut into shapes and used to create intricate paper art,book,book,1.30241
204,205,creative,5 A book can be used as a makeshift doorstop to prop open a door,a book can be used as a makeshift doorstop to prop open a door,book,book,1.21888
205,206,creative,6 Pages from a book can be used to create a unique and personalized scrapbook,pages from a book can be used to create a unique and personalized scrapbook,book,book,0.76372
206,207,creative,7 A book can be used as a makeshift weight to hold down papers or other lightweight objects,a book can be used as a makeshift weight to hold down papers or other lightweight objects,book,book,0.78412
207,208,creative,8 Pages from a book can be used to create unique and personalized bookmarks,pages from a book can be used to create unique and personalized bookmarks,book,book,1.29392
208,209,creative,9 A book can be used as a makeshift phone or tablet stand to prop up the device,a book can be used as a makeshift phone or tablet stand to prop up the device,book,book,1.22439
209,210,creative,10 Pages from a book can be used to create unique and personalized origami creations,pages from a book can be used to create unique and personalized origami creations,book,book,0.7720899999999999
210,211,creative,1 Use it as a makeshift laptop stand to elevate your screen to eye level,use it as a makeshift laptop stand to elevate your screen to eye level,book,book,0.7594
211,212,creative,2 Hollow out the pages to create a secret compartment for storing small items,hollow out the pages to create a secret compartment for storing small items,book,book,0.77427
212,213,creative,3 Use it as a weight for pressing flowers or leaves,use it as a weight for pressing flowers or leaves,book,book,1.22594
213,214,creative,4 Cut out pages to create unique paper crafts such as origami or paper flowers,cut out pages to create unique paper crafts such as origami or paper flowers,book,book,0.78034
214,215,creative,5 Use it as a makeshift doorstop,use it as a makeshift doorstop,book,book,0.7798499999999999
215,216,creative,6 Create a book sculpture by folding the pages into intricate designs,create a book sculpture by folding the pages into intricate designs,book,book,0.69106
216,217,creative,7 Use it as a makeshift phone stand for handsfree video calls,use it as a makeshift phone stand for handsfree video calls,book,book,1.20158
217,218,creative,8 Use it as a prop for a photoshoot or as a decorative element in a room,use it as a prop for a photoshoot or as a decorative element in a room,book,book,1.18189
218,219,creative,9 Use it as a makeshift lap desk for writing or drawing,use it as a makeshift lap desk for writing or drawing,book,book,0.77928
219,220,creative,10 Use it as a makeshift plant stand by placing a potted plant on top,use it as a makeshift plant stand by placing a potted plant on top,book,book,1.22578
220,221,creative,1 Book planters Cut out the center of a thick book and use it as a planter for small succulents or herbs,book planters cut out the center of a thick book and use it as a planter for small succulents or herbs,book,book,0.81185
221,222,creative,2 Book safe Hollow out the pages of a book and use it as a secret safe to store small valuables,book safe hollow out the pages of a book and use it as a secret safe to store small valuables,book,book,1.22004
222,223,creative,3 Book lamp Use a hardcover book as a base for a lamp with the pages acting as a lampshade,book lamp use a hardcover book as a base for a lamp with the pages acting as a lampshade,book,book,0.78073
223,224,creative,4 Bookshelf art Arrange books in a creative way to create a unique piece of art on a bookshelf,bookshelf art arrange books in a creative way to create a unique piece of art on a bookshelf,book,book,1.23221
224,225,creative,5 Book clutch Turn a small hardcover book into a clutch purse by adding a strap and lining the inside with fabric,book clutch turn a small hardcover book into a clutch purse by adding a strap and lining the inside with fabric,book,book,1.218
225,226,creative,6 Book birdhouse Use a thick book as the base for a birdhouse with the pages acting as the walls,book birdhouse use a thick book as the base for a birdhouse with the pages acting as the walls,book,book,0.70994
226,227,creative,7 Book sculpture Cut and fold pages of a book to create a unique sculpture or 3D art piece,book sculpture cut and fold pages of a book to create a unique sculpture or d art piece,book,book,1.22123
227,228,creative,8 Book table runner Use pages from a book as a table runner for a literarythemed dinner party,book table runner use pages from a book as a table runner for a literarythemed dinner party,book,book,1.2254
228,229,creative,9 Book page wreath Cut pages from a book into flower shapes and glue them onto a wreath form to create a unique decoration,book page wreath cut pages from a book into flower shapes and glue them onto a wreath form to create a unique decoration,book,book,0.78207
229,230,creative,10 Book page garland Cut pages from a book into triangles and string them together to create a literarythemed garland,book page garland cut pages from a book into triangles and string them together to create a literarythemed garland,book,book,0.6915
230,231,creative,1 Turn it into a secret storage compartment by cutting out the pages and hiding small items inside,turn it into a secret storage compartment by cutting out the pages and hiding small items inside,book,book,0.70137
231,232,creative,2 Use it as a makeshift laptop stand to elevate your computer for better posture,use it as a makeshift laptop stand to elevate your computer for better posture,book,book,0.69243
232,233,creative,3 Create a unique piece of art by folding the pages into intricate designs or shapes,create a unique piece of art by folding the pages into intricate designs or shapes,book,book,0.69091
233,234,creative,4 Use it as a weight to press flowers or leaves,use it as a weight to press flowers or leaves,book,book,1.2316
234,235,creative,5 Turn it into a birdhouse by cutting a hole in the cover and filling the pages with nesting materials,turn it into a birdhouse by cutting a hole in the cover and filling the pages with nesting materials,book,book,1.19865
235,236,creative,6 Use it as a makeshift doorstop to prop open a stubborn door,use it as a makeshift doorstop to prop open a stubborn door,book,book,0.77844
236,237,creative,7 Turn it into a plant pot by cutting out the center of the pages and filling it with soil and seeds,turn it into a plant pot by cutting out the center of the pages and filling it with soil and seeds,book,book,0.77982
237,238,creative,8 Use it as a makeshift phone stand to prop up your device while watching videos or taking calls,use it as a makeshift phone stand to prop up your device while watching videos or taking calls,book,book,0.77966
238,239,creative,9 Turn it into a lampshade by cutting out the pages and attaching them to a wire frame,turn it into a lampshade by cutting out the pages and attaching them to a wire frame,book,book,1.2499
239,240,creative,10 Use it as a makeshift pillow by placing it under your head while napping or sleeping on a hard surface,use it as a makeshift pillow by placing it under your head while napping or sleeping on a hard surface,book,book,0.7798
240,241,creative,1 A book can be used as a makeshift laptop stand to elevate the screen to eye level,a book can be used as a makeshift laptop stand to elevate the screen to eye level,book,book,1.22832
241,242,creative,2 Pages from a book can be used to create unique and intricate paper crafts such as origami or quilling,pages from a book can be used to create unique and intricate paper crafts such as origami or quilling,book,book,0.7796
242,243,creative,3 A book can be hollowed out and used as a secret storage compartment for small items,a book can be hollowed out and used as a secret storage compartment for small items,book,book,0.78522
243,244,creative,4 Pages from a book can be used as wrapping paper for gifts adding a literary touch to the presentation,pages from a book can be used as wrapping paper for gifts adding a literary touch to the presentation,book,book,0.75884
244,245,creative,5 A book can be used as a makeshift doorstop to prop open a door,a book can be used as a makeshift doorstop to prop open a door,book,book,1.21888
245,246,creative,6 Pages from a book can be used as wallpaper or decoupage on furniture for a unique and personalized touch,pages from a book can be used as wallpaper or decoupage on furniture for a unique and personalized touch,book,book,0.8016
246,247,creative,7 A book can be used as a makeshift weight for exercises such as holding it during squats or lunges,a book can be used as a makeshift weight for exercises such as holding it during squats or lunges,book,book,0.78081
247,248,creative,8 Pages from a book can be used to create a unique and personalized scrapbook or journal,pages from a book can be used to create a unique and personalized scrapbook or journal,book,book,0.76319
248,249,creative,9 A book can be used as a makeshift fan on a hot day by fanning oneself with the pages,a book can be used as a makeshift fan on a hot day by fanning oneself with the pages,book,book,1.21802
249,250,creative,10 Pages from a book can be used to create a unique and personalized piece of jewelry such as a pendant or earrings,pages from a book can be used to create a unique and personalized piece of jewelry such as a pendant or earrings,book,book,0.78313
